Gene,Non-unique Gene name,Annotation,No. isolates,No. sequences,Avg sequences per isolate,Genome Fragment,Order within Fragment,Accessory Fragment,Accessory Order with Fragment,QC,Min group size nuc,Max group size nuc,Avg group size nuc,GCA_003930515.1,GCA_003931435.1,GCA_003930435.1,GCA_003929835.1,GCA_003930755.1,GCA_003929915.1,GCA_003928915.1,GCA_003930675.1,GCA_003928255.1,GCA_003927535.1,GCA_003926535.1,GCA_003928375.1,GCA_003929375.1,GCA_003928295.1,GCA_003929295.1,GCA_003927415.1,GCF_003926515.1,GCA_003926775.1,GCA_003929135.1,GCA_003928135.1,GCA_003927655.1,GCA_003926655.1,GCA_003926435.1,GCA_003927435.1,GCA_003929355.1,GCA_003929395.1,GCA_003928395.1,GCA_003927515.1,GCA_003929275.1,GCA_003928275.1,GCA_003927675.1,GCA_003926675.1,GCA_003929115.1,GCA_003927795.1,GCA_003926795.1,GCA_003926755.1,GCA_003927755.1,GCA_003928035.1,GCA_003929035.1,GCA_003930415.1,GCA_003930535.1,GCF_003928835.1,GCA_003930655.1,GCA_003929935.1,GCA_003928935.1,GCA_003930775.1,GCA_003928815.1,GCA_003929815.1,GCA_003930695.1,GCA_003926715.1,GCA_003928195.1,GCA_003928075.1,GCA_003929075.1,GCA_003927635.1,GCA_003926635.1,GCA_003929155.1,GCA_003928155.1,GCA_003927555.1,GCA_003926555.1,GCA_003928235.1,GCA_003926475.1,GCA_003926595.1,GCA_003927595.1,GCF_003929175.1,GCA_003928315.1,GCA_003929315.1,GCF_003930555.1,GCA_003929855.1,GCA_003929895.1,GCA_003928895.1,GCA_003929975.1,GCA_003928975.1,GCA_003930575.1,GCA_003930495.1,GCF_003929875.1,GCA_003931455.1,GCA_003930455.1,GCA_003929955.1,GCA_003928955.1,GCA_003930635.1,GCA_003928875.1,GCA_003930715.1,GCA_003928995.1,GCA_003929995.1,GCA_003930595.1,GCA_003930475.1,GCA_003928175.1,GCA_003926615.1,GCA_003929095.1,GCA_003928055.1,GCA_003929055.1,GCA_003926735.1,GCA_003928335.1,GCA_003929335.1,GCA_003926455.1,GCA_003927455.1,GCA_003927495.1,GCA_003926495.1,GCA_003928215.1,GCA_003927575.1,GCA_003926575.1,GCA_003929635.1,GCA_003928635.1,GCA_003930955.1,GCA_003926155.1,GCA_003928715.1,GCA_003929715.1,GCA_003344105.1,GCA_003930995.1,GCA_003927195.1,GCF_003344285.1,GCA_003927075.1,GCA_003930875.1,GCA_003928475.1,GCA_003928595.1,GCA_003852975.1,GCA_003929595.1,GCA_003926315.1,GCA_003929555.1,GCA_003928555.1,GCA_003926235.1,GCA_003930175.1,GCA_003926975.1,GCA_003931175.1,GCA_003931055.1,GCA_003930055.1,GCA_003931335.1,GCA_003930335.1,GCA_003930215.1,GCA_003931215.1,GCA_003931075.1,GCA_003926875.1,GCA_003930075.1,GCA_003927875.1,GCA_003926995.1,GCA_003931195.1,GCA_003927995.1,GCA_003930195.1,GCA_003927955.1,GCA_003930155.1,GCA_003926955.1,GCA_003931155.1,GCF_003926855.1,GCA_003930235.1,GCA_003931315.1,GCA_003927055.1,GCA_003930855.1,GCA_003928735.1,GCA_003929735.1,GCA_003927175.1,GCA_003926175.1,GCA_003929615.1,GCA_003928615.1,GCA_003927095.1,GCA_003930895.1,GCA_003929495.1,GCA_003928495.1,GCA_003927215.1,GCA_003926215.1,GCA_003929575.1,GCF_003926195.1,GCA_003928575.1,GCA_003852955.1,GCA_003926335.1,GCA_003927335.1,GCA_003928455.1,GCA_003929455.1,GCA_003931355.1,GCA_003930275.1,GCA_003931275.1,GCA_003930395.1,GCA_003927915.1,GCA_003926915.1,GCF_003597575.1,GCA_003931035.1,GCA_003926835.1,GCA_003930035.1,GCA_003927835.1,GCF_003930255.1,GCA_003926375.1,GCA_003927375.1,GCA_003852915.1,GCA_003926295.1,GCA_003344205.1,GCA_003928415.1,GCA_003929415.1,GCA_003926255.1,GCA_003928535.1,GCA_003930935.1,GCA_003927135.1,GCA_003926135.1,GCF_003926355.1,GCA_003928655.1,GCA_003927015.1,GCA_003930815.1,GCA_003928695.1,GCA_003344165.1,GCA_003928775.1,GCA_003927395.1,GCA_003344305.1,GCA_003929515.1,GCA_003928515.1,GCA_003927275.1,GCA_003926275.1,GCA_003928435.1,GCA_003852935.1,GCA_003344145.1,GCF_003929535.1,GCA_003928755.1,GCA_003929755.1,GCA_003927035.1,GCF_003927295.1,GCA_003928675.1,GCA_003930915.1,GCA_003927115.1,GCA_003926115.1,GCA_003929795.1,GCA_003928795.1,GCA_003931255.1,GCA_003930295.1,GCA_003931375.1,GCF_003930115.1,GCA_003931015.1,GCA_003926815.1,GCA_003927815.1,GCA_003931135.1,GCF_003930355.1
group_11,,,,,,,,,,,,,,,,,,cds-AUR99793.1,,,,,,cds-AUR82728.1,,cds-AUR94583.1,,,,,,,,cds-AUR87688.1,cds-AUR83305.1,cds-AUR82248.1,cds-AUR86680.1,cds-AUR94495.1,,,,,,cds-AUR87780.1,,,,,,,,,cds-AUR98465.1,,,,,,cds-AUR99881.1,,,cds-AUR99538.1,,,,,,cds-AUR83215.1,,,,,,cds-AUR82430.1,,,,,,,,,,,,,,,,,,,,cds-AUR92357.1,cds-AUR99623.1,,,,,,,,,,,,cds-AUR94410.1,cds-AUR82344.1,cds-AUR86769.1,,,,cds-AUR87275.1,,,,cds-AUS00595.1,,,,,,,,,,,,,,,,,,,,,cds-AUS01017.1,,,,,,cds-AUS01101.1,cds-AUR83958.1,cds-AUR97090.1,,,,cds-AUR88792.1,,,,,cds-AUS01429.1,,,,,cds-AUS00222.1,,,,,,,,cds-AUS00385.1,cds-AUR95050.1,,,,,,,,,,,,,,,cds-AUR98366.1,,,,cds-AUS00932.1,,,,,,,,,,,,cds-AUR81680.1,,,,,,,,cds-AUS00052.1,cds-AUR91382.1,,,,,,,,,,,,,,,,,,,,,,,,,,,cds-AUS00847.1,,,,
group_12,,,,,,,,,,,,,,,,,,cds-AUR99795.1,,,,,,cds-AUR82730.1,,cds-AUR94585.1,,,,,,,,cds-AUR87690.1,cds-AUR83306.1,cds-AUR82250.1,cds-AUR86681.1,cds-AUR94497.1,,,,,,cds-AUR87782.1,,,,,,,,,cds-AUR98466.1,,,,,,cds-AUR99883.1,,,cds-AUR99540.1,,,,,,cds-AUR83216.1,,,,,,cds-AUR82432.1,,,,,,,,,,,,,,,,,,,,cds-AUR92359.1,cds-AUR99625.1,,,,,,,,,,,,cds-AUR94412.1,cds-AUR82346.1,cds-AUR86771.1,,,,cds-AUR87277.1,,,,cds-AUS00597.1,,,,,,,,,,,,,,,,,,,,,cds-AUS01019.1,,,,,,cds-AUS01103.1,cds-AUR83960.1,cds-AUR97092.1,,,,cds-AUR88794.1,,,,,cds-AUS01431.1,,,,,cds-AUS00224.1,,,,,,,,cds-AUS00387.1,cds-AUR95052.1,,,,,,,,,,,,,,,cds-AUR98367.1,,,,cds-AUS00934.1,,,,,,,,,,,,cds-AUR81682.1,,,,,,,,cds-AUS00054.1,cds-AUR91384.1,,,,,,,,,,,,,,,,,,,,,,,,,,,cds-AUS00849.1,,,,
group_13,,,,,,,,,,,,,,,,,,cds-AUR99797.1,,,,,,cds-AUR82732.1,,cds-AUR94587.1,,,,,,,,cds-AUR87692.1,cds-AUR83307.1,cds-AUR82251.1,cds-AUR86682.1,cds-AUR94499.1,,,,,,cds-AUR87784.1,,,,,,,,,cds-AUR98467.1,,,,,,cds-AUR99885.1,,,cds-AUR99542.1,,,,,,cds-AUR83218.1,,,,,,cds-AUR82433.1,,,,,,,,,,,,,,,,,,,,cds-AUR92361.1,cds-AUR99627.1,,,,,,,,,,,,cds-AUR94414.1,cds-AUR82347.1,cds-AUR86773.1,,,,cds-AUR87279.1,,,,cds-AUS00599.1,,,,,,,,,,,,,,,,,,,,,cds-AUS01021.1,,,,,,cds-AUS01105.1,cds-AUR83961.1,cds-AUR97094.1,,,,cds-AUR88795.1,,,,,cds-AUS01433.1,,,,,cds-AUS00226.1,,,,,,,,cds-AUS00389.1,cds-AUR95054.1,,,,,,,,,,,,,,,cds-AUR98368.1,,,,cds-AUS00936.1,,,,,,,,,,,,cds-AUR81684.1,,,,,,,,cds-AUS00056.1,cds-AUR91386.1,,,,,,,,,,,,,,,,,,,,,,,,,,,cds-AUS00851.1,,,,
group_14,,,,,,,,,,,,,,,,,,cds-AUR99798.1,,,,,,cds-AUR82733.1,,cds-AUR94588.1,,,,,,,,cds-AUR87694.1,cds-AUR83308.1,cds-AUR82252.1,cds-AUR86683.1,cds-AUR94500.1,,,,,,cds-AUR87786.1,,,,,,,,,cds-AUR98469.1,,,,,,cds-AUR99886.1,,,cds-AUR99543.1,,,,,,cds-AUR83219.1,,,,,,cds-AUR82434.1,,,,,,,,,,,,,,,,,,,,cds-AUR92362.1,cds-AUR99628.1,,,,,,,,,,,,cds-AUR94415.1,cds-AUR82348.1,cds-AUR86774.1,,,,cds-AUR87280.1,,,,cds-AUS00600.1,,,,,,,,,,,,,,,,,,,,,cds-AUS01022.1,,,,,,cds-AUS01106.1,cds-AUR83962.1,cds-AUR97095.1,,,,cds-AUR88796.1,,,,,cds-AUS01435.1,,,,,cds-AUS00227.1,,,,,,,,cds-AUS00390.1,cds-AUR95055.1,,,,,,,,,,,,,,,cds-AUR98369.1,,,,cds-AUS00937.1,,,,,,,,,,,,cds-AUR81685.1,,,,,,,,cds-AUS00057.1,cds-AUR91387.1,,,,,,,,,,,,,,,,,,,,,,,,,,,cds-AUS00852.1,,,,
group_15,,,,,,,,,,,,,,,,,,cds-AUR99806.1,,,,,,cds-AUR82739.1,,cds-AUR94594.1,,,,,,,,cds-AUR87699.1,cds-AUR83314.1,cds-AUR82257.1,cds-AUR86690.1,cds-AUR94508.1,,,,,,cds-AUR87792.1,,,,,,,,,cds-AUR98474.1,,,,,,cds-AUR99892.1,,,cds-AUR99549.1,,,,,,cds-AUR83227.1,,,,,,cds-AUR82439.1,,,,,,,,,,,,,,,,,,,,cds-AUR92368.1,cds-AUR99634.1,,,,,,,,,,,,cds-AUR94421.1,cds-AUR82354.1,cds-AUR86783.1,,,,cds-AUR87289.1,,,,cds-AUS00606.1,,,,,,,,,,,,,,,,,,,,,cds-AUS01028.1,,,,,,cds-AUS01112.1,cds-AUR83968.1,cds-AUR97102.1,,,,cds-AUR88805.1,,,,,cds-AUS01443.1,,,,,cds-AUS00233.1,,,,,,,,cds-AUS00396.1,cds-AUR95061.1,,,,,,,,,,,,,,,cds-AUR98377.1,,,,cds-AUS00943.1,,,,,,,,,,,,cds-AUR81694.1,,,,,,,,cds-AUS00063.1,cds-AUR91395.1,,,,,,,,,,,,,,,,,,,,,,,,,,,cds-AUS00858.1,,,,
group_16,,,,,,,,,,,,,,,,,,cds-AUR99809.1,,,,,,cds-AUR82741.1,,cds-AUR94596.1,,,,,,,,cds-AUR87702.1,cds-AUR83317.1,cds-AUR82261.1,cds-AUR86693.1,cds-AUR94511.1,,,,,,cds-AUR87795.1,,,,,,,,,cds-AUR98477.1,,,,,,cds-AUR99894.1,,,cds-AUR99551.1,,,,,,cds-AUR83230.1,,,,,,cds-AUR82442.1,,,,,,,,,,,,,,,,,,,,cds-AUR92370.1,cds-AUR99636.1,,,,,,,,,,,,cds-AUR94423.1,cds-AUR82358.1,cds-AUR86787.1,,,,cds-AUR87293.1,,,,cds-AUS00608.1,,,,,,,,,,,,,,,,,,,,,cds-AUS01030.1,,,,,,cds-AUS01115.1,cds-AUR83971.1,cds-AUR97106.1,,,,cds-AUR88808.1,,,,,cds-AUS01446.1,,,,,cds-AUS00235.1,,,,,,,,cds-AUS00398.1,cds-AUR95063.1,,,,,,,,,,,,,,,cds-AUR98379.1,,,,cds-AUS00945.1,,,,,,,,,,,,cds-AUR81698.1,,,,,,,,cds-AUS00065.1,cds-AUR91398.1,,,,,,,,,,,,,,,,,,,,,,,,,,,cds-AUS00860.1,,,,
group_17,,,,,,,,,,,,,,,,,,cds-AUR99810.1,,,,,,cds-AUR82742.1,,cds-AUR94597.1,,,,,,,,cds-AUR87703.1,cds-AUR83318.1,cds-AUR82262.1,cds-AUR86694.1,cds-AUR94512.1,,,,,,cds-AUR87796.1,,,,,,,,,cds-AUR98478.1,,,,,,cds-AUR99895.1,,,cds-AUR99552.1,,,,,,cds-AUR83231.1,,,,,,cds-AUR82443.1,,,,,,,,,,,,,,,,,,,,cds-AUR92371.1,cds-AUR99637.1,,,,,,,,,,,,cds-AUR94424.1,cds-AUR82359.1,cds-AUR86788.1,,,,cds-AUR87294.1,,,,cds-AUS00609.1,,,,,,,,,,,,,,,,,,,,,cds-AUS01031.1,,,,,,cds-AUS01116.1,cds-AUR83972.1,cds-AUR97107.1,,,,cds-AUR88809.1,,,,,cds-AUS01447.1,,,,,cds-AUS00236.1,,,,,,,,cds-AUS00399.1,cds-AUR95064.1,,,,,,,,,,,,,,,cds-AUR98380.1,,,,cds-AUS00946.1,,,,,,,,,,,,cds-AUR81699.1,,,,,,,,cds-AUS00066.1,cds-AUR91399.1,,,,,,,,,,,,,,,,,,,,,,,,,,,cds-AUS00861.1,,,,
group_18,,,,,,,,,,,,,,,,,,cds-AUR99812.1,,,,,,cds-AUR82744.1,,cds-AUR94599.1,,,,,,,,cds-AUR87705.1,cds-AUR83320.1,cds-AUR82263.1,cds-AUR86696.1,cds-AUR94514.1,,,,,,cds-AUR87798.1,,,,,,,,,cds-AUR98479.1,,,,,,cds-AUR99897.1,,,cds-AUR99554.1,,,,,,cds-AUR83233.1,,,,,,cds-AUR82445.1,,,,,,,,,,,,,,,,,,,,cds-AUR92373.1,cds-AUR99639.1,,,,,,,,,,,,cds-AUR94426.1,cds-AUR82361.1,cds-AUR86790.1,,,,cds-AUR87296.1,,,,cds-AUS00611.1,,,,,,,,,,,,,,,,,,,,,cds-AUS01033.1,,,,,,cds-AUS01118.1,cds-AUR83974.1,cds-AUR97109.1,,,,cds-AUR88811.1,,,,,cds-AUS01449.1,,,,,cds-AUS00238.1,,,,,,,,cds-AUS00401.1,cds-AUR95066.1,,,,,,,,,,,,,,,cds-AUR98382.1,,,,cds-AUS00948.1,,,,,,,,,,,,cds-AUR81701.1,,,,,,,,cds-AUS00068.1,cds-AUR91401.1,,,,,,,,,,,,,,,,,,,,,,,,,,,cds-AUS00863.1,,,,
group_19,,,,,,,,,,,,,,,,,,cds-AUR99813.1,,,,,,cds-AUR82745.1,,cds-AUR94600.1,,,,,,,,cds-AUR87706.1,cds-AUR83321.1,cds-AUR82264.1,cds-AUR86697.1,cds-AUR94515.1,,,,,,cds-AUR87799.1,,,,,,,,,cds-AUR98480.1,,,,,,cds-AUR99898.1,,,cds-AUR99555.1,,,,,,cds-AUR83234.1,,,,,,cds-AUR82446.1,,,,,,,,,,,,,,,,,,,,cds-AUR92374.1,cds-AUR99640.1,,,,,,,,,,,,cds-AUR94427.1,cds-AUR82362.1,cds-AUR86791.1,,,,cds-AUR87297.1,,,,cds-AUS00612.1,,,,,,,,,,,,,,,,,,,,,cds-AUS01034.1,,,,,,cds-AUS01119.1,cds-AUR83975.1,cds-AUR97110.1,,,,cds-AUR88812.1,,,,,cds-AUS01450.1,,,,,cds-AUS00239.1,,,,,,,,cds-AUS00402.1,cds-AUR95067.1,,,,,,,,,,,,,,,cds-AUR98383.1,,,,cds-AUS00949.1,,,,,,,,,,,,cds-AUR81702.1,,,,,,,,cds-AUS00069.1,cds-AUR91402.1,,,,,,,,,,,,,,,,,,,,,,,,,,,cds-AUS00864.1,,,,
group_20,,,,,,,,,,,,,,,,,,cds-AUR99828.1,,,,,,cds-AUR82760.1,,cds-AUR94615.1,,,,,,,,cds-AUR87721.1,cds-AUR83336.1,cds-AUR82279.1,cds-AUR86712.1,cds-AUR94530.1,,,,,,cds-AUR87813.1,,,,,,,,,cds-AUR98497.1,,,,,,cds-AUR99913.1,,,cds-AUR99570.1,,,,,,cds-AUR83250.1,,,,,,cds-AUR82459.1,,,,,,,,,,,,,,,,,,,,cds-AUR92389.1,cds-AUR99655.1,,,,,,,,,,,,cds-AUR94442.1,cds-AUR82376.1,cds-AUR86807.1,,,,cds-AUR87313.1,,,,cds-AUS00627.1,,,,,,,,,,,,,,,,,,,,,cds-AUS01049.1,,,,,,cds-AUS01134.1,cds-AUR83987.1,cds-AUR97124.1,,,,cds-AUR88827.1,,,,,cds-AUS01466.1,,,,,cds-AUS00254.1,,,,,,,,cds-AUS00417.1,cds-AUR95082.1,,,,,,,,,,,,,,,cds-AUR98400.1,,,,cds-AUS00964.1,,,,,,,,,,,,cds-AUR81718.1,,,,,,,,cds-AUS00084.1,cds-AUR91416.1,,,,,,,,,,,,,,,,,,,,,,,,,,,cds-AUS00879.1,,,,
group_21,,,,,,,,,,,,,,,,,,cds-AUR99829.1,,,,,,cds-AUR82761.1,,cds-AUR94616.1,,,,,,,,cds-AUR87723.1,cds-AUR83337.1,cds-AUR82281.1,cds-AUR86715.1,cds-AUR94531.1,,,,,,cds-AUR87815.1,,,,,,,,,cds-AUR98499.1,,,,,,cds-AUR99914.1,,,cds-AUR99571.1,,,,,,cds-AUR83251.1,,,,,,cds-AUR82461.1,,,,,,,,,,,,,,,,,,,,cds-AUR92390.1,cds-AUR99656.1,,,,,,,,,,,,cds-AUR94443.1,cds-AUR82379.1,cds-AUR86810.1,,,,cds-AUR87316.1,,,,cds-AUS00628.1,,,,,,,,,,,,,,,,,,,,,cds-AUS01050.1,,,,,,cds-AUS01135.1,cds-AUR83989.1,cds-AUR97127.1,,,,cds-AUR88829.1,,,,,cds-AUS01468.1,,,,,cds-AUS00255.1,,,,,,,,cds-AUS00418.1,cds-AUR95083.1,,,,,,,,,,,,,,,cds-AUR98402.1,,,,cds-AUS00965.1,,,,,,,,,,,,cds-AUR81721.1,,,,,,,,cds-AUS00085.1,cds-AUR91419.1,,,,,,,,,,,,,,,,,,,,,,,,,,,cds-AUS00880.1,,,,
group_22,,,,,,,,,,,,,,,,,,cds-AUR99832.1,,,,,,cds-AUR82764.1,,cds-AUR94619.1,,,,,,,,cds-AUR87726.1,cds-AUR83340.1,cds-AUR82286.1,cds-AUR86718.1,cds-AUR94534.1,,,,,,cds-AUR87818.1,,,,,,,,,cds-AUR98502.1,,,,,,cds-AUR99917.1,,,cds-AUR99574.1,,,,,,cds-AUR83254.1,,,,,,cds-AUR82463.1,,,,,,,,,,,,,,,,,,,,cds-AUR92393.1,cds-AUR99659.1,,,,,,,,,,,,cds-AUR94446.1,cds-AUR82381.1,cds-AUR86814.1,,,,cds-AUR87320.1,,,,cds-AUS00631.1,,,,,,,,,,,,,,,,,,,,,cds-AUS01053.1,,,,,,cds-AUS01138.1,cds-AUR83993.1,cds-AUR97131.1,,,,cds-AUR88833.1,,,,,cds-AUS01470.1,,,,,cds-AUS00258.1,,,,,,,,cds-AUS00421.1,cds-AUR95086.1,,,,,,,,,,,,,,,cds-AUR98406.1,,,,cds-AUS00968.1,,,,,,,,,,,,cds-AUR81726.1,,,,,,,,cds-AUS00088.1,cds-AUR91421.1,,,,,,,,,,,,,,,,,,,,,,,,,,,cds-AUS00883.1,,,,
group_23,,,,,,,,,,,,,,,,,,cds-AUR99836.1,,,,,,cds-AUR82768.1,,cds-AUR94623.1,,,,,,,,cds-AUR87733.1,cds-AUR83347.1,cds-AUR82292.1,cds-AUR86723.1,cds-AUR94538.1,,,,,,cds-AUR87826.1,,,,,,,,,cds-AUR98507.1,,,,,,cds-AUR99921.1,,,cds-AUR99578.1,,,,,,cds-AUR83259.1,,,,,,cds-AUR82469.1,,,,,,,,,,,,,,,,,,,,cds-AUR92401.1,cds-AUR99663.1,,,,,,,,,,,,cds-AUR94450.1,cds-AUR82386.1,cds-AUR86821.1,,,,cds-AUR87327.1,,,,cds-AUS00635.1,,,,,,,,,,,,,,,,,,,,,cds-AUS01057.1,,,,,,cds-AUS01142.1,cds-AUR83999.1,cds-AUR97138.1,,,,cds-AUR88840.1,,,,,cds-AUS01475.1,,,,,cds-AUS00262.1,,,,,,,,cds-AUS00425.1,cds-AUR95090.1,,,,,,,,,,,,,,,cds-AUR98412.1,,,,cds-AUS00972.1,,,,,,,,,,,,cds-AUR81733.1,,,,,,,,cds-AUS00092.1,cds-AUR91428.1,,,,,,,,,,,,,,,,,,,,,,,,,,,cds-AUS00887.1,,,,
group_24,,,,,,,,,,,,,,,,,,cds-AUR99840.1,,,,,,cds-AUR82772.1,,cds-AUR94627.1,,,,,,,,cds-AUR87740.1,cds-AUR83354.1,cds-AUR82297.1,cds-AUR86729.1,cds-AUR94542.1,,,,,,cds-AUR87832.1,,,,,,,,,cds-AUR98513.1,,,,,,cds-AUR99925.1,,,cds-AUR99582.1,,,,,,cds-AUR83266.1,,,,,,cds-AUR82475.1,,,,,,,,,,,,,,,,,,,,cds-AUR92406.1,cds-AUR99667.1,,,,,,,,,,,,cds-AUR94454.1,cds-AUR82392.1,cds-AUR86826.1,,,,cds-AUR87332.1,,,,cds-AUS00639.1,,,,,,,,,,,,,,,,,,,,,cds-AUS01061.1,,,,,,cds-AUS01146.1,cds-AUR84005.1,cds-AUR97143.1,,,,cds-AUR88845.1,,,,,cds-AUS01482.1,,,,,cds-AUS00266.1,,,,,,,,cds-AUS00429.1,cds-AUR95094.1,,,,,,,,,,,,,,,cds-AUR98420.1,,,,cds-AUS00976.1,,,,,,,,,,,,cds-AUR81738.1,,,,,,,,cds-AUS00096.1,cds-AUR91433.1,,,,,,,,,,,,,,,,,,,,,,,,,,,cds-AUS00891.1,,,,
group_25,,,,,,,,,,,,,,,,,,cds-AUR99847.1,,,,,,cds-AUR82779.1,,cds-AUR94634.1,,,,,,,,cds-AUR87746.1,cds-AUR83359.1,cds-AUR82306.1,cds-AUR86734.1,cds-AUR94549.1,,,,,,cds-AUR87840.1,,,,,,,,,cds-AUR98521.1,,,,,,cds-AUR99932.1,,,cds-AUR99589.1,,,,,,cds-AUR83271.1,,,,,,cds-AUR82480.1,,,,,,,,,,,,,,,,,,,,cds-AUR92412.1,cds-AUR99674.1,,,,,,,,,,,,cds-AUR94461.1,cds-AUR82397.1,cds-AUR86831.1,,,,cds-AUR87337.1,,,,cds-AUS00646.1,,,,,,,,,,,,,,,,,,,,,cds-AUS01068.1,,,,,,cds-AUS01153.1,cds-AUR84011.1,cds-AUR97150.1,,,,cds-AUR88852.1,,,,,cds-AUS01489.1,,,,,cds-AUS00273.1,,,,,,,,cds-AUS00436.1,cds-AUR95101.1,,,,,,,,,,,,,,,cds-AUR98427.1,,,,cds-AUS00983.1,,,,,,,,,,,,cds-AUR81743.1,,,,,,,,cds-AUS00103.1,cds-AUR91438.1,,,,,,,,,,,,,,,,,,,,,,,,,,,cds-AUS00898.1,,,,
group_26,,,,,,,,,,,,,,,,,,cds-AUR99790.1,,,,,,cds-AUR82725.1,,cds-AUR94580.1,,,,,,,,cds-AUR87684.1,cds-AUR83302.1,cds-AUR82244.1,cds-AUR86677.1,cds-AUR94492.1,,,,,,cds-AUR87777.1,,,,,,,,,,,,,,,cds-AUR99878.1,,,cds-AUR99535.1,,,,,,cds-AUR83211.1,,,,,,cds-AUR82427.1,,,,,,,,,,,,,,,,,,,,cds-AUR92354.1,cds-AUR99620.1,,,,,,,,,,,,cds-AUR94407.1,cds-AUR82340.1,cds-AUR86764.1,,,,cds-AUR87270.1,,,,cds-AUS00592.1,,,,,,,,,,,,,,,,,,,,,cds-AUS01014.1,,,,,,cds-AUS01098.1,cds-AUR83955.1,cds-AUR97085.1,,,,cds-AUR88786.1,,,,,cds-AUS01426.1,,,,,cds-AUS00219.1,,,,,,,,cds-AUS00382.1,cds-AUR95047.1,,,,,,,,,,,,,,,cds-AUR98363.1,,,,cds-AUS00929.1,,,,,,,,,,,,cds-AUR81675.1,,,,,,,,cds-AUS00049.1,cds-AUR91377.1,,,,,,,,,,,,,,,,,,,,,,,,,,,cds-AUS00844.1,,,,
group_27,,,,,,,,,,,,,,,,,,cds-AUR99805.1,,,,,,cds-AUR82738.1,,cds-AUR94593.1,,,,,,,,cds-AUR87697.1,cds-AUR83313.1,cds-AUR82255.1,cds-AUR86688.1,cds-AUR94507.1,,,,,,cds-AUR87791.1,,,,,,,,,,,,,,,cds-AUR99891.1,,,cds-AUR99548.1,,,,,,cds-AUR83225.1,,,,,,cds-AUR82438.1,,,,,,,,,,,,,,,,,,,,cds-AUR92367.1,cds-AUR99633.1,,,,,,,,,,,,cds-AUR94420.1,cds-AUR82352.1,cds-AUR86781.1,,,,cds-AUR87287.1,,,,cds-AUS00605.1,,,,,,,,,,,,,,,,,,,,,cds-AUS01027.1,,,,,,cds-AUS01111.1,cds-AUR83966.1,cds-AUR97100.1,,,,cds-AUR88803.1,,,,,cds-AUS01441.1,,,,,cds-AUS00232.1,,,,,,,,cds-AUS00395.1,cds-AUR95060.1,,,,,,,,,,,,,,,cds-AUR98375.1,,,,cds-AUS00942.1,,,,,,,,,,,,cds-AUR81692.1,,,,,,,,cds-AUS00062.1,cds-AUR91394.1,,,,,,,,,,,,,,,,,,,,,,,,,,,cds-AUS00857.1,,,,
group_28,,,,,,,,,,,,,,,,,,cds-AUR99815.1,,,,,,cds-AUR82747.1,,cds-AUR94602.1,,,,,,,,cds-AUR87709.1,cds-AUR83325.1,cds-AUR82266.1,cds-AUR86701.1,cds-AUR94517.1,,,,,,,,,,,,,,,cds-AUR98483.1,,,,,,cds-AUR99900.1,,,cds-AUR99557.1,,,,,,cds-AUR83237.1,,,,,,cds-AUR82449.1,,,,,,,,,,,,,,,,,,,,cds-AUR92376.1,cds-AUR99642.1,,,,,,,,,,,,cds-AUR94429.1,cds-AUR82364.1,cds-AUR86793.1,,,,cds-AUR87299.1,,,,cds-AUS00614.1,,,,,,,,,,,,,,,,,,,,,cds-AUS01036.1,,,,,,cds-AUS01121.1,cds-AUR83977.1,cds-AUR97112.1,,,,cds-AUR88815.1,,,,,cds-AUS01454.1,,,,,cds-AUS00241.1,,,,,,,,cds-AUS00404.1,cds-AUR95069.1,,,,,,,,,,,,,,,cds-AUR98386.1,,,,cds-AUS00951.1,,,,,,,,,,,,cds-AUR81704.1,,,,,,,,cds-AUS00071.1,cds-AUR91404.1,,,,,,,,,,,,,,,,,,,,,,,,,,,cds-AUS00866.1,,,,
group_29,,,,,,,,,,,,,,,,,,cds-AUR99824.1,,,,,,cds-AUR82756.1,,cds-AUR94611.1,,,,,,,,cds-AUR87716.1,cds-AUR83333.1,cds-AUR82274.1,cds-AUR86707.1,cds-AUR94526.1,,,,,,cds-AUR87809.1,,,,,,,,,cds-AUR98492.1,,,,,,cds-AUR99909.1,,,cds-AUR99566.1,,,,,,cds-AUR83247.1,,,,,,cds-AUR82455.1,,,,,,,,,,,,,,,,,,,,cds-AUR92385.1,cds-AUR99651.1,,,,,,,,,,,,cds-AUR94438.1,cds-AUR82372.1,cds-AUR86803.1,,,,cds-AUR87309.1,,,,cds-AUS00623.1,,,,,,,,,,,,,,,,,,,,,cds-AUS01045.1,,,,,,cds-AUS01130.1,,cds-AUR97120.1,,,,cds-AUR88823.1,,,,,cds-AUS01462.1,,,,,cds-AUS00250.1,,,,,,,,cds-AUS00413.1,cds-AUR95078.1,,,,,,,,,,,,,,,cds-AUR98396.1,,,,cds-AUS00960.1,,,,,,,,,,,,cds-AUR81714.1,,,,,,,,cds-AUS00080.1,cds-AUR91412.1,,,,,,,,,,,,,,,,,,,,,,,,,,,cds-AUS00875.1,,,,
